Country/Region Code,SeriesCode,DESCRIPTION
BFA,SP.POP.TOTL,Data source: United Nations World Population Prospects
BFA,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
BFA,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BFA,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BFA,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BFA,IT.NET.BBND,Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.
BFA,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BFA,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
BFA,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BFA,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BFA,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments.
BFA,SM.POP.NETM,Data source: United Nations World Population Prospects
BFA,IT.MLT.MAIN,Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.
BFA,IT.NET.BBND.P2,Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.
BFA,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BFA,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BFA,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BFA,IT.MLT.MAIN.P2,Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.
BFA,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BFA,IT.CEL.SETS,Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.
BFA,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BFA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2021 are World Bank staff  estimates based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
BFA,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BFA,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BFA,IT.NET.USER.ZS,Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.
BFA,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BFA,IT.CEL.SETS.P2,Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.
BGD,SG.GEN.PARL.ZS,"In 2004, the number of seats in parliament was raised from 300 to 345, with the addition of 45 reserved seats for women. These reserved seats were filled in September and October 2005, being allocated to political parties in proportion to their share of the national vote received in the 2001 election. 
The parliament was dissolved on 27 October 2006, in view of elections that are yet to take place. Women held 52 of the 345 seats (15%) in the outgoing parliament. 
45 reserved seats reserved for women are yet to be filled in 2008."
BGD,IT.NET.BBND.P2,Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.
BGD,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BGD,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGD,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BGD,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BGD,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGD,IT.NET.BBND,Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.
BGD,IT.CEL.SETS,Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.
BGD,SP.POP.TOTL,Data source: United Nations World Population Prospects
BGD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data and long-term private nonguaranteed debt for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and not participating in 2020 and 2021.
BGD,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
BGD,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
BGD,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
BGD,MS.MIL.XPND.ZS,1988-2008 SIPRI estimates.
BGD,ST.INT.DPRT,Includes overnight visitors (tourists) only.
BGD,IT.CEL.SETS.P2,Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.
BGD,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGD,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BGD,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
BGD,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BGD,IT.NET.USER.ZS,Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.
BGD,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BGD,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
BGD,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.
BGD,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGD,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGD,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BGD,IT.MLT.MAIN.P2,Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.
BGD,SP.POP.GROW,Data source: United Nations World Population Prospects
BGD,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
BGD,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGD,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BGD,SM.POP.NETM,Data source: United Nations World Population Prospects
BGD,IT.MLT.MAIN,Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.
BGR,SP.DYN.LE00.MA.IN,"Data source: Eurostat, National Statistical Institute"
BGR,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
BGR,IT.NET.USER.ZS,Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.
BGR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. The data may include long-term public and publicly guaranteed debt owed by the state-owned railway. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
BGR,ST.INT.DPRT,Includes overnight visitors (tourists) only.
BGR,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGR,SP.DYN.CBRT.IN,"Data source: Eurostat, National Statistical Institute"
BGR,IS.RRS.GOOD.MT.K6,Source: OECD
BGR,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGR,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,IT.NET.BBND,Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.
BGR,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,SP.DYN.CDRT.IN,"Data source: Eurostat, National Statistical Institute"
BGR,SM.POP.NETM,Data source: United Nations World Population Prospects
BGR,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGR,IT.MLT.MAIN,Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.
BGR,IT.NET.BBND.P2,Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.
BGR,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,SP.DYN.TFRT.IN,"Data source: Eurostat, National Statistical Institute"
BGR,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,IT.MLT.MAIN.P2,Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.
BGR,MS.MIL.XPND.CN,1989-2003 SIPRI estimates.
BGR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BGR,SP.DYN.LE00.IN,Derived using male and female life expectancy
BGR,SP.DYN.AMRT.MA,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
BGR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
BGR,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,SP.DYN.LE00.FE.IN,"Data source: Eurostat, National Statistical Institute"
BGR,SP.POP.GROW,Data source: Eurostat
BGR,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGR,IS.RRS.PASG.KM,Source: OECD
BGR,MS.MIL.XPND.CD,1989-2003 SIPRI estimates.
BGR,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,MS.MIL.XPND.ZS,1998-2003 SIPRI estimates.
BGR,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,IT.CEL.SETS.P2,Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.
BGR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
BGR,SP.POP.TOTL,Data source: Eurostat
BGR,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,IT.CEL.SETS,Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.
BGR,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BGR,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGR,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BGR,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,SP.DYN.AMRT.FE,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
BGR,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BGR,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
BHR,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BHR,ST.INT.XPND.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
BHR,IT.MLT.MAIN,Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).
BHR,SP.POP.GROW,Data source: United Nations World Population Prospects
BHR,MS.MIL.XPND.CD,1971-2004 SIPRI estimates.
BHR,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BHR,MS.MIL.XPND.CN,"1971-2004, 2011-2012, 2014-2019 SIPRI estimates."
BHR,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BHR,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
BHR,IT.NET.USER.ZS,Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).
BHR,MS.MIL.XPND.ZS,"1990-2004, 2011-2012, 2014-2019 SIPRI estimates."
BHR,ST.INT.ARVL,"Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2015, break in the series. Source: Inbound tourism survey. Excluding nationals residing abroad."
BHR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
BHR,SP.POP.TOTL,Data source: United Nations World Population Prospects
BHR,IT.NET.BBND,Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).
BHR,IT.CEL.SETS,Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).
BHR,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BHR,IT.CEL.SETS.P2,Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).
BHR,IT.NET.BBND.P2,Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).
BHR,IT.MLT.MAIN.P2,Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).
BHR,ST.INT.RCPT.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
BHR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BHR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BHR,ST.INT.TRNR.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
BHR,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BHR,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BHR,ST.INT.TVLR.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
BHR,ST.INT.TRNX.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
BHR,SM.POP.NETM,Data source: United Nations World Population Prospects
BHR,ST.INT.DPRT,Includes overnight visitors (tourists) and same-day visitors (excursionists). Source: Outbound tourism survey.
BHR,ST.INT.TVLX.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
BHR,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
BHR,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
BHS,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BHS,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BHS,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BHS,IT.NET.USER.ZS,"Batelco, Bahamas Telecommunications Corporation."
BHS,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BHS,SP.POP.TOTL,Data source: United Nations World Population Prospects
BHS,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BHS,IT.NET.BBND,"Batelco, Bahamas Telecommunications Corporation."
BHS,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
BHS,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BHS,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
BHS,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BHS,IT.CEL.SETS.P2,"Batelco, Bahamas Telecommunications Corporation."
BHS,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BHS,IT.NET.BBND.P2,"Batelco, Bahamas Telecommunications Corporation."
BHS,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
BHS,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BHS,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
BHS,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
BHS,IT.CEL.SETS,"Batelco, Bahamas Telecommunications Corporation."
BHS,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BHS,IT.MLT.MAIN,"Batelco, Bahamas Telecommunications Corporation."
BHS,SM.POP.NETM,Data source: United Nations World Population Prospects
BHS,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BHS,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BHS,IT.MLT.MAIN.P2,"Batelco, Bahamas Telecommunications Corporation."
BHS,SP.POP.GROW,Data source: United Nations World Population Prospects
BHS,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BHS,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BIH,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt (PNG) data for 2018-2021 are World Bank staff estimates based on reports provided by the country. Also, the PNG debt data for period 2005-2017 are World Bank staff estimates. With the release of 2021 data, PNG data for the period 2018-2020 are revised based on reports provided by the country. Short-term debt before 2018 is based on data from the BIS."
BIH,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BIH,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BIH,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BIH,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BIH,SM.POP.NETM,Data source: United Nations World Population Prospects
BIH,IT.MLT.MAIN,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.
BIH,IT.NET.USER.ZS,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.
BIH,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BIH,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BIH,SP.POP.TOTL,Data source: United Nations World Population Prospects
BIH,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BIH,IT.NET.BBND,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.
BIH,IT.MLT.MAIN.P2,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.
BIH,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BIH,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
BIH,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BIH,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BIH,IT.CEL.SETS.P2,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.
BIH,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments.
BIH,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BIH,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BIH,IS.RRS.GOOD.MT.K6,Source: OECD
BIH,SP.POP.GROW,Data source: United Nations World Population Prospects
BIH,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
BIH,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BIH,IT.NET.BBND.P2,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.
BIH,IS.RRS.PASG.KM,Source: OECD
BIH,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BIH,SM.POP.TOTL,Estimates are imputed using model estimates. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
BIH,DT.DOD.DPPG.CD,Prior to 1999 data on long-term public and publicly guaranteed debt include only IBRD and IMF loans.
BIH,IT.CEL.SETS,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.
BIH,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
BLR,IT.CEL.SETS.P2,Beltelecom. From 2003: Ministry of Communications and Informatization.
BLR,SP.DYN.AMRT.FE,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
BLR,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
BLR,IT.MLT.MAIN.P2,Beltelecom. From 2003: Ministry of Communications and Informatization.
BLR,SP.POP.GROW,"Data source: National Statistical Committee of the Republic of Belarus, Eurostat"
BLR,SP.DYN.LE00.FE.IN,Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects
BLR,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLR,SP.DYN.LE00.IN,Derived using male and female life expectancy
BLR,SP.POP.TOTL,"Data source: National Statistical Committee of the Republic of Belarus, Eurostat"
BLR,IS.RRS.PASG.KM,Source: OECD
BLR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
BLR,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLR,MS.MIL.XPND.ZS,2001-2019 highly uncertain data.
BLR,MS.MIL.XPND.CN,1992-2000 SIPRI estimates.
BLR,IT.CEL.SETS,Beltelecom. From 2003: Ministry of Communications and Informatization.
BLR,IT.NET.BBND.P2,Beltelecom. From 2003: Ministry of Communications and Informatization.
BLR,MS.MIL.XPND.CD,1992-2000 SIPRI estimates.
BLR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BLR,SP.DYN.AMRT.MA,"Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
BLR,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2021 are sourced from the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
BLR,ST.INT.DPRT,Includes overnight visitors (tourists) and same-day visitors (excursionists).
BLR,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLR,SM.POP.NETM,Data source: United Nations World Population Prospects
BLR,IT.MLT.MAIN,Beltelecom. From 2003: Ministry of Communications and Informatization.
BLR,SP.DYN.CBRT.IN,"Data source: Eurostat, TransMONEE, United Nations World Population Prospects"
BLR,SP.DYN.CDRT.IN,"Data source: Eurostat, TransMONEE, United Nations World Population Prospects"
BLR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BLR,IT.NET.USER.ZS,Beltelecom. From 2003: Ministry of Communications and Informatization.
BLR,SP.DYN.LE00.MA.IN,Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects
BLR,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data until 2015 without taking into account the Belarusian-Russian border segment. Data from 2016 including estimation of the Belarusian-Russian border segment.
BLR,IS.RRS.GOOD.MT.K6,Source: OECD
